client_id,client_type,client_name,owner_name,specialty_type,address,governorate,delegation,latitude,longitude,phone,patients_per_month,last_visit_date,total_visits,engagement_level,preferred_products,languages,days_since_last_visit,weeks_since_last_visit,months_since_last_visit,last_visit_month,recency_category,engagement_score_num,specialty_macro,languages_list,nb_languages,speaks_french,speaks_arabic,speaks_english,primary_language,preferred_products_list,nb_preferred_products,is_multi_product,gps_valid,distance_from_tunis_km,is_pharmacy,is_doctor,is_specialist,crm_segment,patient_volume_category,patients_normalized,visit_frequency_rec,max_visit_interval_days,visit_overdue,visit_priority_score
CLI0132,Pharmacie,Para-Pharmacie de la Liberté,Ahmed Hamdi,Parapharmacie,"60 Avenue de la Liberté, El Mourouj, Ben Arous",Ben Arous,El Mourouj,36.821034,10.222773,+216 49 464 666,2136,2026-02-03,23,Élevé,"LV Psolcalm, Omevie Omega 3 – 1000",Arabe,18,2.6,0.6,2026-02,Récent (≤30j),3,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['LV Psolcalm', 'Omevie Omega 3 – 1000']",2,1,1,5.08,1,0,0,Pharmacie Partenaire,Haute fréquentation,0.492,Mensuel,30,0,1.91
CLI0139,Pharmacie,Para-Pharmacie de la Santé,Karim Gharbi,Parapharmacie,"184 Avenue de Carthage, Mornag, Ben Arous",Ben Arous,Mornag,36.775398,10.189813,+216 89 137 909,3184,2025-10-31,20,Faible,"LV CYSPROTECT, LV Fersang Gélule, Echinacée, Zinc, Vit.C",Arabe,113,16.1,3.7,2025-10,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['LV CYSPROTECT', 'LV Fersang Gélule', 'Echinacée', 'Zinc', 'Vit.C']",5,1,1,5.3,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.884,Bi-mensuel,15,1,6.96
CLI0168,Cabinet Médical,Pr. Amira Belhadj,Pr. Amira Belhadj,Rhumatologie,"Cabinet Médical, 130 Rue de la République, Tinja, Bizerte",Bizerte,Tinja,37.191165,9.818305,+216 57 367 971,756,2025-09-13,3,Faible,"OLIGOVIT Trio, Hydra eau micellaire","Français, Arabe, Anglais",161,23.0,5.3,2025-09,Urgence (>90j),1,Rhumatologie / Orthopédie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['OLIGOVIT Trio', 'Hydra eau micellaire']",2,1,1,51.62,0,1,1,Médecin À Conquérir,Cabinet très actif,0.933,Bi-mensuel,15,1,8.93
CLI0170,Cabinet Médical,Dr. Amira Elloumi,Dr. Amira Elloumi,Gastro-entérologie,"Clinique, 31 Avenue Habib Bourguiba, Menzel Bourguiba, Bizerte",Bizerte,Menzel Bourguiba,37.047285,9.905816,+216 65 505 625,767,2026-01-26,8,Moyen,"Hydra eau micellaire, LV Fersang junior","Français, Arabe, Anglais",26,3.7,0.9,2026-01,Récent (≤30j),2,Gastro-entérologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Hydra eau micellaire', 'LV Fersang junior']",2,1,1,34.33,0,1,1,Médecin Développement,Cabinet très actif,0.95,Bi-mensuel,15,1,5.09
CLI0193,Cabinet Médical,Dr. Fatma Dhouib,Dr. Fatma Dhouib,Pneumologie,"Cabinet Médical, 15 Rue de la République, El Alia, Bizerte",Bizerte,El Alia,37.009921,9.715168,+216 84 506 750,519,2025-08-09,8,Faible,"Huile de Menthe, LV Fersang Gélule",Arabe,196,28.0,6.4,2025-08,Urgence (>90j),1,Pneumologie,['Arabe'],1,0,1,0,Arabe,"['Huile de Menthe', 'LV Fersang Gélule']",2,1,1,45.34,0,1,1,Médecin À Conquérir,Cabinet actif,0.565,Trimestriel,90,1,8.31
CLI0199,Cabinet Médical,Dr. Mehdi Chouchane,Dr. Mehdi Chouchane,Gynécologie,"Cabinet Médical, 121 Rue de la République, Ghezala, Bizerte",Bizerte,Ghezala,37.222276,9.917556,+216 59 530 907,722,2025-12-21,12,Moyen,"LV Fersang junior, Vitonic Tonus, Huile de Menthe","Français, Arabe, Anglais",62,8.9,2.0,2025-12,À relancer (61-90j),2,Gynécologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV Fersang junior', 'Vitonic Tonus', 'Huile de Menthe']",3,1,1,49.97,0,1,1,Médecin Développement,Cabinet très actif,0.88,Bi-mensuel,15,1,5.3
CLI0221,Cabinet Médical,Dr. Youssef Chouchane,Dr. Youssef Chouchane,Médecine Générale,"Centre Médical, 15 Rue de la République, Bizerte Sud, Bizerte",Bizerte,Bizerte Sud,37.080093,9.93566,+216 57 308 871,443,2025-08-15,10,Faible,LV Fersang Gélule,"Français, Arabe",190,27.1,6.2,2025-08,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,['LV Fersang Gélule'],1,0,1,35.51,0,1,0,Médecin À Conquérir,Cabinet actif,0.447,Trimestriel,90,1,7.79
CLI0222,Cabinet Médical,Pr. Amira Belhadj,Pr. Amira Belhadj,Rhumatologie,"Centre Médical, 144 Avenue de Carthage, Bizerte Nord, Bizerte",Bizerte,Bizerte Nord,37.067292,9.894136,+216 68 496 526,548,2025-12-07,18,Moyen,"PHYTOFANE Lotion anti chute, Echinacée, Zinc, Vit.C, OLIGOVIT Trio","Français, Arabe",76,10.9,2.5,2025-12,À relancer (61-90j),2,Rhumatologie / Orthopédie,"['Français', 'Arabe']",2,1,1,0,Français,"['PHYTOFANE Lotion anti chute', 'Echinacée', 'Zinc', 'Vit.C', 'OLIGOVIT Trio']",5,1,1,36.68,0,1,1,Médecin Développement,Cabinet actif,0.61,Bi-mensuel,15,1,4.51
CLI0224,Cabinet Médical,Pr. Mohamed Ghariani,Pr. Mohamed Ghariani,Gynécologie,"Centre Médical, 68 Rue de la République, Bizerte Sud, Bizerte",Bizerte,Bizerte Sud,37.048279,9.953804,+216 61 711 152,155,2025-11-13,16,Faible,"LV CYSPROTECT, Hydra eau micellaire, LV Vitamine A","Français, Arabe, Anglais",100,14.3,3.3,2025-11,Urgence (>90j),1,Gynécologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV CYSPROTECT', 'Hydra eau micellaire', 'LV Vitamine A']",3,1,1,31.7,0,1,1,Médecin À Conquérir,Cabinet modéré,0.0,Trimestriel,90,1,4.76
CLI0005,Pharmacie,Para-Pharmacie de Garde,Mohamed Mansouri,Pharmacie de Nuit,"9 Rue du 20 Mars, Mateur, Bizerte",Bizerte,Mateur,37.080322,9.763295,+216 38 371 242,1670,2025-08-27,18,Faible,"LV CYSPROTECT, OLIGOVIT Trio",Arabe,178,25.4,5.8,2025-08,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['LV CYSPROTECT', 'OLIGOVIT Trio']",2,1,1,46.08,1,0,0,Pharmacie À Développer,Haute fréquentation,0.318,Trimestriel,90,1,6.78
CLI0007,Pharmacie,Pharmacie de l'Étoile,Ahmed Sassi,Parapharmacie,"193 Avenue de Carthage, Ghezala, Bizerte",Bizerte,Ghezala,37.192289,9.733466,+216 42 619 208,1447,2025-10-17,3,Faible,"LV CYSPROTECT, Echinacée, Zinc, Vit.C, PHYTOFANE Lotion anti chute","Français, Arabe, Anglais, Italien",127,18.1,4.2,2025-10,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['LV CYSPROTECT', 'Echinacée', 'Zinc', 'Vit.C', 'PHYTOFANE Lotion anti chute']",5,1,1,56.54,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.234,Trimestriel,90,1,6.59
CLI0017,Pharmacie,Para-Pharmacie de l'Étoile,Ahmed Gharbi,Pharmacie de Nuit,"68 Avenue Habib Bourguiba, Bizerte Nord, Bizerte",Bizerte,Bizerte Nord,37.222725,9.746634,+216 84 600 357,3277,2025-12-19,25,Moyen,"Vitonic Tonus, OLIGOVIT Trio",Français,64,9.1,2.1,2025-12,À relancer (61-90j),2,Pharmacie,['Français'],1,1,0,0,Français,"['Vitonic Tonus', 'OLIGOVIT Trio']",2,1,1,58.31,1,0,0,Pharmacie Active,Très haute fréquentation,0.919,Bi-mensuel,15,1,4.65
CLI0019,Pharmacie,Para-Pharmacie du Bonheur,Nadia Gharbi,Pharmacie Générale,"111 Avenue Habib Bourguiba, Bizerte Nord, Bizerte",Bizerte,Bizerte Nord,37.092478,9.969694,+216 65 898 673,2265,2025-12-19,24,Moyen,OLIGOVIT Trio,"Français, Arabe",64,9.1,2.1,2025-12,À relancer (61-90j),2,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,['OLIGOVIT Trio'],1,0,1,35.05,1,0,0,Pharmacie Active,Haute fréquentation,0.54,Bi-mensuel,15,1,3.76
CLI0023,Pharmacie,Pharmacie Nouvelle,Youssef Trabelsi,Pharmacie de Nuit,"171 Avenue Mohamed V, Ras Jebel, Bizerte",Bizerte,Ras Jebel,37.094175,9.954405,+216 90 230 296,2877,2025-11-23,24,Faible,"Huile de Menthe, LV Sélénium A, C, E Anti-âge",Français,90,12.9,3.0,2025-11,À relancer (61-90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['Huile de Menthe', 'LV Sélénium A', 'C', 'E Anti-âge']",4,1,1,35.9,1,0,0,Pharmacie À Développer,Haute fréquentation,0.769,Bi-mensuel,15,1,6.03
CLI0025,Pharmacie,Pharmacie de l'Étoile,Ahmed Bouaziz,Pharmacie de Nuit,"132 Avenue Habib Bourguiba, Ghar El Melh, Bizerte",Bizerte,Ghar El Melh,37.245527,9.925341,+216 80 725 970,1720,2025-12-22,7,Faible,LV Vitamine A,"Français, Arabe, Anglais",61,8.7,2.0,2025-12,À relancer (61-90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,['LV Vitamine A'],1,0,1,52.01,1,0,0,Pharmacie À Développer,Haute fréquentation,0.336,Trimestriel,90,0,5.47
CLI0046,Pharmacie,Para-Pharmacie du Lac,Leila Bouaziz,Pharmacie Générale,"83 Avenue de Carthage, Bizerte Nord, Bizerte",Bizerte,Bizerte Nord,37.121253,9.854379,+216 66 737 874,3493,2025-09-25,17,Faible,"LV Vitamine A, Vitonic Tonus","Français, Arabe, Anglais, Italien",149,21.3,4.9,2025-09,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['LV Vitamine A', 'Vitonic Tonus']",2,1,1,43.53,1,0,0,Pharmacie À Développer,Très haute fréquentation,1.0,Bi-mensuel,15,1,8.05
CLI0048,Pharmacie,Pharmacie de la Santé,Ahmed Khelifi,Pharmacie de Nuit,"31 Rue du 20 Mars, Tinja, Bizerte",Bizerte,Tinja,37.279796,9.787558,+216 38 492 295,2501,2025-10-10,18,Faible,Omevie Omega 3 – 1000,"Français, Arabe, Anglais, Italien",134,19.1,4.4,2025-10,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['Omevie Omega 3 – 1000'],1,0,1,61.25,1,0,0,Pharmacie À Développer,Haute fréquentation,0.629,Trimestriel,90,1,6.8
CLI0052,Pharmacie,Para-Pharmacie du Progrès,Amira Sassi,Pharmacie de Quartier,"10 Rue de la République, Tinja, Bizerte",Bizerte,Tinja,37.189348,9.976279,+216 41 810 406,1170,2025-10-22,6,Faible,"Echinacée, Zinc, Vit.C, LV Fersang Gélule, LV Fersang junior",Arabe,122,17.4,4.0,2025-10,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang Gélule', 'LV Fersang junior']",5,1,1,44.49,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.131,Trimestriel,90,1,6.07
CLI0058,Pharmacie,Pharmacie de Nuit,Youssef Ben Ali,Pharmacie de Nuit,"68 Rue du 20 Mars, Menzel Bourguiba, Bizerte",Bizerte,Menzel Bourguiba,37.110576,9.924703,+216 80 125 734,3194,2025-11-05,23,Faible,"LV Fersang junior, OLIGOVIT Trio","Français, Arabe, Anglais",108,15.4,3.5,2025-11,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV Fersang junior', 'OLIGOVIT Trio']",2,1,1,38.86,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.888,Bi-mensuel,15,1,6.7
CLI0059,Pharmacie,Pharmacie du Progrès,Ahmed Khelifi,Pharmacie Générale,"180 Rue Ibn Khaldoun, Menzel Bourguiba, Bizerte",Bizerte,Menzel Bourguiba,37.122489,9.741933,+216 37 497 564,2046,2025-10-07,6,Faible,Vitonic Tonus,"Français, Arabe, Anglais, Italien",137,19.6,4.5,2025-10,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['Vitonic Tonus'],1,0,1,50.56,1,0,0,Pharmacie À Développer,Haute fréquentation,0.458,Trimestriel,90,1,7.15
CLI0069,Pharmacie,Para-Pharmacie du Centre,Amira Cherif,Pharmacie Générale,"41 Avenue de la Liberté, Mateur, Bizerte",Bizerte,Mateur,37.216479,9.933051,+216 76 777 534,1015,2026-01-02,8,Moyen,"LV Vitamine A, OLIGOVIT Trio, LV Fersang junior",Français,50,7.1,1.6,2026-01,Normal (31-60j),2,Médecine Générale,['Français'],1,1,0,0,Français,"['LV Vitamine A', 'OLIGOVIT Trio', 'LV Fersang junior']",3,1,1,48.79,1,0,0,Pharmacie Active,Fréquentation moyenne,0.073,Trimestriel,90,0,3.31
CLI0097,Pharmacie,Pharmacie du Bonheur,Rami Gharbi,Pharmacie Générale,"44 Avenue de Carthage, Ras Jebel, Bizerte",Bizerte,Ras Jebel,37.277179,9.712358,+216 73 732 754,1132,2026-01-30,23,Élevé,"PHYTOFANE Lotion anti chute, OLIGOVIT Trio, Vitonic Tonus","Français, Arabe, Anglais, Italien",22,3.1,0.7,2026-01,Récent (≤30j),3,Médecine Générale,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['PHYTOFANE Lotion anti chute', 'OLIGOVIT Trio', 'Vitonic Tonus']",3,1,1,64.92,1,0,0,Pharmacie Partenaire,Fréquentation moyenne,0.116,Mensuel,30,0,1.04
CLI0104,Pharmacie,Para-Pharmacie du Quartier,Rami Bouaziz,Parapharmacie,"122 Avenue de la Liberté, Menzel Jemil, Bizerte",Bizerte,Menzel Jemil,37.099372,9.732881,+216 94 691 333,3190,2025-11-24,25,Faible,"LV Vitamine A, TC 2000 Nutractiva, Omevie Omega 3 – 1000",Français,89,12.7,2.9,2025-11,À relancer (61-90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['LV Vitamine A', 'TC 2000 Nutractiva', 'Omevie Omega 3 – 1000']",3,1,1,49.51,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.886,Bi-mensuel,15,1,6.25
CLI0128,Pharmacie,Pharmacie Centrale,Nadia Bouaziz,Parapharmacie,"138 Avenue Habib Bourguiba, Tinja, Bizerte",Bizerte,Tinja,37.150665,9.909358,+216 87 358 934,1534,2026-01-14,6,Faible,"Hydra eau micellaire, Vitonic Tonus, LV Fersang Gélule","Français, Arabe, Anglais, Italien",38,5.4,1.2,2026-01,Normal (31-60j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['Hydra eau micellaire', 'Vitonic Tonus', 'LV Fersang Gélule']",3,1,1,43.35,1,0,0,Pharmacie À Développer,Haute fréquentation,0.267,Trimestriel,90,0,4.96
CLI0141,Pharmacie,Pharmacie de la République,Leila Hamdi,Pharmacie de Nuit,"119 Avenue de la Liberté, Menzel Jemil, Bizerte",Bizerte,Menzel Jemil,37.299311,9.844831,+216 78 903 311,2503,2026-01-20,6,Faible,"Hydra eau micellaire, Huile de Menthe, PHYTOFANE Lotion anti chute",Français,32,4.6,1.1,2026-01,Normal (31-60j),1,Pharmacie,['Français'],1,1,0,0,Français,"['Hydra eau micellaire', 'Huile de Menthe', 'PHYTOFANE Lotion anti chute']",3,1,1,60.53,1,0,0,Pharmacie À Développer,Haute fréquentation,0.629,Trimestriel,90,0,5.76
CLI0142,Pharmacie,Para-Pharmacie Ibn Sina,Ahmed Khelifi,Pharmacie Générale,"185 Avenue de la Liberté, Ghar El Melh, Bizerte",Bizerte,Ghar El Melh,37.020152,9.713405,+216 51 628 278,892,2025-11-15,23,Faible,OLIGOVIT Trio,"Français, Arabe, Anglais",98,14.0,3.2,2025-11,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,['OLIGOVIT Trio'],1,0,1,46.02,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.027,Trimestriel,90,1,4.38
CLI0143,Pharmacie,Para-Pharmacie de la Victoire,Youssef Khelifi,Parapharmacie,"60 Rue Ibn Khaldoun, Jarzouna, Bizerte",Bizerte,Jarzouna,37.055336,9.892144,+216 74 498 104,2420,2026-02-03,22,Élevé,Omevie Omega 3 – 1000,"Français, Arabe, Anglais, Italien",18,2.6,0.6,2026-02,Récent (≤30j),3,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['Omevie Omega 3 – 1000'],1,0,1,35.81,1,0,0,Pharmacie Partenaire,Haute fréquentation,0.598,Mensuel,30,0,2.24
CLI0147,Pharmacie,Para-Pharmacie du Centre,Amira Hamdi,Pharmacie de Quartier,"182 Rue du 20 Mars, Menzel Jemil, Bizerte",Bizerte,Menzel Jemil,37.050176,9.869619,+216 41 899 568,1996,2026-02-02,11,Moyen,PédiaKids Gelée royale,Français,19,2.7,0.6,2026-02,Récent (≤30j),2,Pharmacie,['Français'],1,1,0,0,Français,['PédiaKids Gelée royale'],1,0,1,36.79,1,0,0,Pharmacie Active,Haute fréquentation,0.44,Trimestriel,90,0,3.52
CLI0165,Cabinet Médical,Dr. Mehdi Amari,Dr. Mehdi Amari,Dermatologie,"Cabinet Médical, 133 Avenue Habib Bourguiba, Matmata, Gabès",Gabès,Matmata,33.990816,10.013785,+216 21 477 305,626,2025-11-25,11,Faible,"LV Fersang junior, PédiaKids Gelée royale",Arabe,88,12.6,2.9,2025-11,À relancer (61-90j),1,Dermatologie,['Arabe'],1,0,1,0,Arabe,"['LV Fersang junior', 'PédiaKids Gelée royale']",2,1,1,314.78,0,1,1,Médecin À Conquérir,Cabinet très actif,0.731,Bi-mensuel,15,1,6.68
CLI0185,Cabinet Médical,Dr. Ahmed Amari,Dr. Ahmed Amari,Pédiatrie,"Cabinet Médical, 75 Avenue Habib Bourguiba, Mareth, Gabès",Gabès,Mareth,33.894714,10.023102,+216 69 289 479,557,2025-10-08,17,Faible,"PHYTOFANE Lotion anti chute, LV Fersang junior, OLIGOVIT Trio","Français, Arabe, Anglais, Italien",136,19.4,4.5,2025-10,Urgence (>90j),1,Pédiatrie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['PHYTOFANE Lotion anti chute', 'LV Fersang junior', 'OLIGOVIT Trio']",3,1,1,325.42,0,1,1,Médecin À Conquérir,Cabinet actif,0.624,Trimestriel,90,1,6.88
CLI0187,Cabinet Médical,Dr. Youssef Jemni,Dr. Youssef Jemni,ORL,"Centre Médical, 122 Avenue Mohamed V, Ghannouch, Gabès",Gabès,Ghannouch,33.976331,10.095252,+216 99 250 223,230,2025-10-27,3,Faible,"TC 2000 Nutractiva, PédiaKids Gelée royale, LV Psolcalm","Français, Arabe, Anglais, Italien",117,16.7,3.8,2025-10,Urgence (>90j),1,ORL,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['TC 2000 Nutractiva', 'PédiaKids Gelée royale', 'LV Psolcalm']",3,1,1,316.16,0,1,1,Médecin À Conquérir,Cabinet modéré,0.116,Trimestriel,90,1,6.13
CLI0192,Cabinet Médical,Dr. Amira Dhouib,Dr. Amira Dhouib,Pneumologie,"Clinique, 125 Avenue de Carthage, Gabès Ouest, Gabès",Gabès,Gabès Ouest,33.9033,10.074782,+216 71 238 899,207,2025-09-27,7,Faible,PHYTOFANE Lotion anti chute,"Français, Arabe, Anglais, Italien",147,21.0,4.8,2025-09,Urgence (>90j),1,Pneumologie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['PHYTOFANE Lotion anti chute'],1,0,1,324.32,0,1,1,Médecin À Conquérir,Cabinet modéré,0.081,Trimestriel,90,1,6.32
CLI0197,Cabinet Médical,Pr. Ahmed Hammami,Pr. Ahmed Hammami,Cardiologie,"Clinique, 71 Rue Ibn Khaldoun, El Hamma, Gabès",Gabès,El Hamma,33.865027,10.055377,+216 71 776 427,455,2025-12-19,6,Moyen,"LV Psolcalm, Vitonic Tonus, LV Vitamine A","Français, Arabe, Anglais, Italien",64,9.1,2.1,2025-12,À relancer (61-90j),2,Cardiologie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['LV Psolcalm', 'Vitonic Tonus', 'LV Vitamine A']",3,1,1,328.62,0,1,1,Médecin Développement,Cabinet actif,0.466,Trimestriel,90,0,4.66
CLI0205,Cabinet Médical,Dr. Ahmed Farhat,Dr. Ahmed Farhat,Psychiatrie,"Centre Médical, 10 Rue du 20 Mars, Menzel El Habib, Gabès",Gabès,Menzel El Habib,33.975309,10.051158,+216 26 806 218,697,2025-08-30,3,Faible,"LV Vitamine A, OLIGOVIT Trio, LV Fersang junior","Français, Arabe",175,25.0,5.7,2025-08,Urgence (>90j),1,Psychiatrie,"['Français', 'Arabe']",2,1,1,0,Français,"['LV Vitamine A', 'OLIGOVIT Trio', 'LV Fersang junior']",3,1,1,316.37,0,1,1,Médecin À Conquérir,Cabinet très actif,0.842,Bi-mensuel,15,1,8.94
CLI0225,Cabinet Médical,Pr. Ines Jemni,Pr. Ines Jemni,Ophtalmologie,"Cabinet Médical, 82 Avenue Mohamed V, El Hamma, Gabès",Gabès,El Hamma,33.843992,10.036774,+216 31 457 326,219,2025-09-29,7,Faible,"PédiaKids Gelée royale, LV CYSPROTECT",Arabe,145,20.7,4.8,2025-09,Urgence (>90j),1,Ophtalmologie,['Arabe'],1,0,1,0,Arabe,"['PédiaKids Gelée royale', 'LV CYSPROTECT']",2,1,1,331.01,0,1,1,Médecin À Conquérir,Cabinet modéré,0.099,Trimestriel,90,1,6.33
CLI0015,Pharmacie,Pharmacie de l'Espoir,Ahmed Hamdi,Pharmacie de Quartier,"169 Avenue de la Liberté, Ghannouch, Gabès",Gabès,Ghannouch,33.840852,10.143238,+216 29 109 569,1887,2025-11-01,7,Faible,"OLIGOVIT Trio, PHYTOFANE Lotion anti chute, Omevie Omega 3 – 1000",Français,112,16.0,3.7,2025-11,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['OLIGOVIT Trio', 'PHYTOFANE Lotion anti chute', 'Omevie Omega 3 – 1000']",3,1,1,331.16,1,0,0,Pharmacie À Développer,Haute fréquentation,0.399,Trimestriel,90,1,6.51
CLI0016,Pharmacie,Pharmacie du Lac,Nadia Mansouri,Pharmacie de Quartier,"130 Rue de la République, Métouia, Gabès",Gabès,Métouia,33.986652,10.176173,+216 98 926 769,2313,2025-11-30,8,Faible,"LV Fersang Gélule, PédiaKids Gelée royale",Français,83,11.9,2.7,2025-11,À relancer (61-90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['LV Fersang Gélule', 'PédiaKids Gelée royale']",2,1,1,314.94,1,0,0,Pharmacie À Développer,Haute fréquentation,0.558,Trimestriel,90,0,6.35
CLI0041,Pharmacie,Pharmacie Populaire,Nadia Hamdi,Pharmacie de Nuit,"116 Avenue de la Liberté, Métouia, Gabès",Gabès,Métouia,33.972033,10.198006,+216 47 370 776,3129,2025-09-05,4,Faible,"Echinacée, Zinc, Vit.C, LV Fersang junior, LV Psolcalm","Français, Arabe, Anglais",169,24.1,5.6,2025-09,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang junior', 'LV Psolcalm']",5,1,1,316.58,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.863,Bi-mensuel,15,1,8.83
CLI0043,Pharmacie,Para-Pharmacie Monplaisir,Nadia Mansouri,Pharmacie de Quartier,"166 Avenue de la Liberté, Ghannouch, Gabès",Gabès,Ghannouch,33.965326,10.014282,+216 58 816 512,2059,2025-09-11,21,Faible,"Omevie Omega 3 – 1000, LV Fersang junior",Arabe,163,23.3,5.4,2025-09,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['Omevie Omega 3 – 1000', 'LV Fersang junior']",2,1,1,317.61,1,0,0,Pharmacie À Développer,Haute fréquentation,0.463,Trimestriel,90,1,6.71
CLI0049,Pharmacie,Pharmacie du Lac,Karim Hamdi,Parapharmacie,"88 Avenue de Carthage, Menzel El Habib, Gabès",Gabès,Menzel El Habib,33.800513,10.14521,+216 89 486 566,1408,2025-10-19,20,Faible,"Huile de Menthe, LV CYSPROTECT","Français, Arabe, Anglais, Italien",125,17.9,4.1,2025-10,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['Huile de Menthe', 'LV CYSPROTECT']",2,1,1,335.65,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.22,Trimestriel,90,1,5.51
CLI0075,Pharmacie,Para-Pharmacie El Menzah,Amira Trabelsi,Pharmacie Générale,"121 Rue Ibn Khaldoun, Matmata, Gabès",Gabès,Matmata,33.860564,10.054935,+216 27 477 951,2241,2025-10-04,5,Faible,"Omevie Omega 3 – 1000, LV CYSPROTECT","Français, Arabe",140,20.0,4.6,2025-10,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,"['Omevie Omega 3 – 1000', 'LV CYSPROTECT']",2,1,1,329.12,1,0,0,Pharmacie À Développer,Haute fréquentation,0.531,Trimestriel,90,1,7.44
CLI0086,Pharmacie,Pharmacie du Bonheur,Youssef Gharbi,Pharmacie Générale,"171 Avenue Mohamed V, Matmata, Gabès",Gabès,Matmata,33.994931,10.013536,+216 65 907 169,2399,2025-10-13,4,Faible,"LV Sélénium A, C, E Anti-âge, Huile de Menthe, PHYTOFANE Lotion anti chute","Français, Arabe",131,18.7,4.3,2025-10,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe']",2,1,1,0,Français,"['LV Sélénium A', 'C', 'E Anti-âge', 'Huile de Menthe', 'PHYTOFANE Lotion anti chute']",5,1,1,314.33,1,0,0,Pharmacie À Développer,Haute fréquentation,0.59,Trimestriel,90,1,7.49
CLI0106,Pharmacie,Pharmacie du Quartier,Fatma Sassi,Pharmacie de Quartier,"54 Rue Ibn Khaldoun, Mareth, Gabès",Gabès,Mareth,33.895674,10.075365,+216 98 595 296,2682,2025-09-27,13,Faible,"Huile de Menthe, OLIGOVIT Trio, LV Psolcalm",Français,147,21.0,4.8,2025-09,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['Huile de Menthe', 'OLIGOVIT Trio', 'LV Psolcalm']",3,1,1,325.16,1,0,0,Pharmacie À Développer,Haute fréquentation,0.696,Trimestriel,90,1,7.49
CLI0112,Pharmacie,Pharmacie de l'Espoir,Youssef Hamdi,Pharmacie de Quartier,"132 Avenue Habib Bourguiba, Ghannouch, Gabès",Gabès,Ghannouch,33.880167,10.019077,+216 50 557 871,2755,2025-11-20,10,Faible,PHYTOFANE Lotion anti chute,Arabe,93,13.3,3.1,2025-11,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,['PHYTOFANE Lotion anti chute'],1,0,1,327.05,1,0,0,Pharmacie À Développer,Haute fréquentation,0.724,Bi-mensuel,15,1,6.81
